Function,PCA_Components,Explained_Variance_Ratio,Selected_PCA_Distance,Selected_PCA_Alignment
1,2,1.0,0.5250822992357616,-0.40868030634187646
2,2,1.0,0.6285462482186392,0.9134282271147608
3,2,0.7923901942147178,1.02038439569159,1.0749095518132166
4,2,0.6609790793656318,0.13043890259848986,0.5022333659949303
5,2,0.7367637827296152,0.4826112339228404,2.483595502666635
6,2,0.605972251411921,0.8103261590398562,1.2731709103792626
7,2,0.528605266146015,0.78352675668403,1.4536977882053614
8,2,0.4372960239053,1.463693468930791,1.8724526435237308
